action,source,source_id,date_iso,youtube_title,description,tags,playlist,expected_file,source_url,agenda_url,minutes_url,note
upload,archiveorg,cochwy-City_Council_09-23-24,2024-09-24,City Council 09-23-24,"City Council 09-23-24 — City of Cheyenne, Wyoming — September 24, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_09-23-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_09-23-24.mp4,https://archive.org/details/cochwy-City_Council_09-23-24,,,Possible duplicate: Granicus has council video(s) within days: 2024-09-23. Verify before uploading.
upload,archiveorg,cochwy-An_Example_of_a_Bad_Sprinkler_Head,2024-10-03,"An Example of a Bad Sprinkler Head — October 3, 2024","An Example of a Bad Sprinkler Head — City of Cheyenne, Wyoming — October 3, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-An_Example_of_a_Bad_Sprinkler_Head).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-An_Example_of_a_Bad_Sprinkler_Head.mp4,https://archive.org/details/cochwy-An_Example_of_a_Bad_Sprinkler_Head,,,
upload,archiveorg,cochwy-Street_Addresses,2024-10-03,"Street Addresses — October 3, 2024","Street Addresses — City of Cheyenne, Wyoming — October 3, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Street_Addresses).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Street_Addresses.mp4,https://archive.org/details/cochwy-Street_Addresses,,,
upload,archiveorg,cochwy-Finance_Committee_10-07-24,2024-10-07,Finance Committee 10-07-24,"Finance Committee 10-07-24 — City of Cheyenne, Wyoming — October 7, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_10-07-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_10-07-24.mp4,https://archive.org/details/cochwy-Finance_Committee_10-07-24,,,
upload,archiveorg,cochwy-Outlet_Covered_and_Not_Covered,2024-10-09,"Outlet Covered and Not Covered — October 9, 2024","Outlet Covered and Not Covered — City of Cheyenne, Wyoming — October 9, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Outlet_Covered_and_Not_Covered).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Outlet_Covered_and_Not_Covered.mp4,https://archive.org/details/cochwy-Outlet_Covered_and_Not_Covered,,,
upload,archiveorg,cochwy-Public_Services_Committee_10-08-24,2024-10-09,Public Services Committee 10-08-24,"Public Services Committee 10-08-24 — City of Cheyenne, Wyoming — October 9, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_10-08-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_10-08-24.mp4,https://archive.org/details/cochwy-Public_Services_Committee_10-08-24,,,
upload,archiveorg,cochwy-Bad_Sprinkler_Head,2024-10-10,"Bad Sprinkler Head — October 10, 2024","Bad Sprinkler Head — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Bad_Sprinkler_Head).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Bad_Sprinkler_Head.mp4,https://archive.org/details/cochwy-Bad_Sprinkler_Head,,,
upload,archiveorg,cochwy-Breaker_Panel,2024-10-10,"Breaker Panel — October 10, 2024","Breaker Panel — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Breaker_Panel).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Breaker_Panel.mp4,https://archive.org/details/cochwy-Breaker_Panel,,,
upload,archiveorg,cochwy-CO2_Safety,2024-10-10,"CO2 Safety — October 10, 2024","CO2 Safety — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-CO2_Safety).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-CO2_Safety.mp4,https://archive.org/details/cochwy-CO2_Safety,,,
upload,archiveorg,cochwy-Ceiling_Tiles,2024-10-10,"Ceiling Tiles — October 10, 2024","Ceiling Tiles — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Ceiling_Tiles).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Ceiling_Tiles.mp4,https://archive.org/details/cochwy-Ceiling_Tiles,,,
upload,archiveorg,cochwy-Covered_Outlet_and_Not_Covered_Outlet_With,2024-10-10,"Covered Outlet and Not Covered Outlet With — October 10, 2024","Covered Outlet and Not Covered Outlet With — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Covered_Outlet_and_Not_Covered_Outlet_With).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Covered_Outlet_and_Not_Covered_Outlet_With.mp4,https://archive.org/details/cochwy-Covered_Outlet_and_Not_Covered_Outlet_With,,,
upload,archiveorg,cochwy-Dumpster,2024-10-10,"Dumpster — October 10, 2024","Dumpster — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Dumpster).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Dumpster.mp4,https://archive.org/details/cochwy-Dumpster,,,
upload,archiveorg,cochwy-Exit_Lighting,2024-10-10,"Exit Lighting — October 10, 2024","Exit Lighting — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Exit_Lighting).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Exit_Lighting.mp4,https://archive.org/details/cochwy-Exit_Lighting,,,
upload,archiveorg,cochwy-Exits,2024-10-10,"Exits — October 10, 2024","Exits — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Exits).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Exits.mp4,https://archive.org/details/cochwy-Exits,,,
upload,archiveorg,cochwy-FACP,2024-10-10,"FACP — October 10, 2024","FACP — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-FACP).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-FACP.mp4,https://archive.org/details/cochwy-FACP,,,
upload,archiveorg,cochwy-Fire_Hydrant,2024-10-10,"Fire Hydrant — October 10, 2024","Fire Hydrant — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Fire_Hydrant).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Fire_Hydrant.mp4,https://archive.org/details/cochwy-Fire_Hydrant,,,
upload,archiveorg,cochwy-Good_Sprinkler_Head,2024-10-10,"Good Sprinkler Head — October 10, 2024","Good Sprinkler Head — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Good_Sprinkler_Head).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Good_Sprinkler_Head.mp4,https://archive.org/details/cochwy-Good_Sprinkler_Head,,,
upload,archiveorg,cochwy-Knox_Box,2024-10-10,"Knox Box — October 10, 2024","Knox Box — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Knox_Box).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Knox_Box.mp4,https://archive.org/details/cochwy-Knox_Box,,,
upload,archiveorg,cochwy-No_Bollards_on_Gas,2024-10-10,"No Bollards on Gas — October 10, 2024","No Bollards on Gas — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-No_Bollards_on_Gas).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-No_Bollards_on_Gas.mp4,https://archive.org/details/cochwy-No_Bollards_on_Gas,,,
upload,archiveorg,cochwy-No_Smoking_Signs,2024-10-10,"No Smoking Signs — October 10, 2024","No Smoking Signs — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-No_Smoking_Signs).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-No_Smoking_Signs.mp4,https://archive.org/details/cochwy-No_Smoking_Signs,,,
upload,archiveorg,cochwy-Powerstrips,2024-10-10,"Powerstrips — October 10, 2024","Powerstrips — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Powerstrips).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Powerstrips.mp4,https://archive.org/details/cochwy-Powerstrips,,,
upload,archiveorg,cochwy-Sprinkler_Riser,2024-10-10,"Sprinkler Riser — October 10, 2024","Sprinkler Riser — City of Cheyenne, Wyoming — October 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Sprinkler_Riser).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Sprinkler_Riser.mp4,https://archive.org/details/cochwy-Sprinkler_Riser,,,
upload,granicus,979,2024-10-14,"Cheyenne City Council Meeting — October 14, 2024","City Council Meeting — City of Cheyenne, Wyoming — October 14, 2024.
Duration (Granicus): 00h 33m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/979?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=979

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip979_2024-10-14_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/979?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=979,,
upload,archiveorg,cochwy-City_Council_10-14-24,2024-10-15,City Council 10-14-24,"City Council 10-14-24 — City of Cheyenne, Wyoming — October 15, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_10-14-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_10-14-24.mp4,https://archive.org/details/cochwy-City_Council_10-14-24,,,Possible duplicate: Granicus has council video(s) within days: 2024-10-14. Verify before uploading.
upload,archiveorg,cochwy-Finance_Committee_10-21-24,2024-10-21,Finance Committee 10-21-24,"Finance Committee 10-21-24 — City of Cheyenne, Wyoming — October 21, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_10-21-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_10-21-24.mp4,https://archive.org/details/cochwy-Finance_Committee_10-21-24,,,
upload,archiveorg,cochwy-Public_Services_Committee_10-22-24,2024-10-23,Public Services Committee 10-22-24,"Public Services Committee 10-22-24 — City of Cheyenne, Wyoming — October 23, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_10-22-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_10-22-24.mp4,https://archive.org/details/cochwy-Public_Services_Committee_10-22-24,,,
upload,granicus,981,2024-10-28,"Cheyenne City Council Meeting — October 28, 2024","City Council Meeting — City of Cheyenne, Wyoming — October 28, 2024.
Duration (Granicus): 01h 25m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/981?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=981

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip981_2024-10-28_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/981?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=981,,
upload,archiveorg,cochwy-City_Council_10-28-24,2024-10-29,City Council 10-28-24,"City Council 10-28-24 — City of Cheyenne, Wyoming — October 29, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_10-28-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_10-28-24.mp4,https://archive.org/details/cochwy-City_Council_10-28-24,,,Possible duplicate: Granicus has council video(s) within days: 2024-10-28. Verify before uploading.
upload,archiveorg,cochwy-Finance_Committee_11-04-24,2024-11-05,Finance Committee 11-04-24,"Finance Committee 11-04-24 — City of Cheyenne, Wyoming — November 5, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_11-04-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_11-04-24.mp4,https://archive.org/details/cochwy-Finance_Committee_11-04-24,,,
upload,archiveorg,cochwy-Public_Services_Committee_11-05-24,2024-11-05,Public Services Committee 11-05-24,"Public Services Committee 11-05-24 — City of Cheyenne, Wyoming — November 5, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_11-05-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_11-05-24.mp4,https://archive.org/details/cochwy-Public_Services_Committee_11-05-24,,,
upload,archiveorg,cochwy-Work_Session_-_Horse_Palace_Swan_Ranch_Master_Plan_-_11-08-24,2024-11-08,Work Session - Horse Palace Swan Ranch Master Plan - 11-08-24,"Work Session - Horse Palace Swan Ranch Master Plan - 11-08-24 — City of Cheyenne, Wyoming — November 8, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Work_Session_-_Horse_Palace_Swan_Ranch_Master_Plan_-_11-08-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Work_Session_-_Horse_Palace_Swan_Ranch_Master_Plan_-_11-08-24.mp4,https://archive.org/details/cochwy-Work_Session_-_Horse_Palace_Swan_Ranch_Master_Plan_-_11-08-24,,,
upload,granicus,983,2024-11-12,"Cheyenne City Council Meeting — November 12, 2024","City Council Meeting — City of Cheyenne, Wyoming — November 12, 2024.
Duration (Granicus): 01h 48m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/983?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=983

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip983_2024-11-12_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/983?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=983,,
upload,archiveorg,cochwy-City_Council_11-12-24,2024-11-13,City Council 11-12-24,"City Council 11-12-24 — City of Cheyenne, Wyoming — November 13, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_11-12-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_11-12-24.mp4,https://archive.org/details/cochwy-City_Council_11-12-24,,,Possible duplicate: Granicus has council video(s) within days: 2024-11-12. Verify before uploading.
upload,archiveorg,cochwy-Finance_Committee_11-18-24,2024-11-19,Finance Committee 11-18-24,"Finance Committee 11-18-24 — City of Cheyenne, Wyoming — November 19, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_11-18-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_11-18-24.mp4,https://archive.org/details/cochwy-Finance_Committee_11-18-24,,,
upload,archiveorg,cochwy-Public_Services_Committee_11-19-24,2024-11-19,Public Services Committee 11-19-24,"Public Services Committee 11-19-24 — City of Cheyenne, Wyoming — November 19, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_11-19-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_11-19-24.mp4,https://archive.org/details/cochwy-Public_Services_Committee_11-19-24,,,
upload,archiveorg,cochwy-Committee_of_the_Whole_11-20-24,2024-11-21,Committee of the Whole 11-20-24,"Committee of the Whole 11-20-24 — City of Cheyenne, Wyoming — November 21, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Committee_of_the_Whole_11-20-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Committee_of_the_Whole_11-20-24.mp4,https://archive.org/details/cochwy-Committee_of_the_Whole_11-20-24,,,
upload,granicus,985,2024-11-25,"Cheyenne City Council Meeting — November 25, 2024","City Council Meeting — City of Cheyenne, Wyoming — November 25, 2024.
Duration (Granicus): 03h 52m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/985?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=985

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip985_2024-11-25_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/985?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=985,,
upload,archiveorg,cochwy-City_Council_Meeting_11-25-24,2024-11-26,City Council Meeting 11-25-24,"City Council Meeting 11-25-24 — City of Cheyenne, Wyoming — November 26, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_11-25-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_11-25-24.mp4,https://archive.org/details/cochwy-City_Council_Meeting_11-25-24,,,Possible duplicate: Granicus has council video(s) within days: 2024-11-25. Verify before uploading.
upload,archiveorg,cochwy-Finance_Committee_12-02-24,2024-12-02,Finance Committee 12-02-24,"Finance Committee 12-02-24 — City of Cheyenne, Wyoming — December 2, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_12-02-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_12-02-24.mp4,https://archive.org/details/cochwy-Finance_Committee_12-02-24,,,
upload,archiveorg,cochwy-Public_Services_Committee_12-03-24,2024-12-03,Public Services Committee 12-03-24,"Public Services Committee 12-03-24 — City of Cheyenne, Wyoming — December 3, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_12-03-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_12-03-24.mp4,https://archive.org/details/cochwy-Public_Services_Committee_12-03-24,,,
upload,archiveorg,cochwy-Committee_of_the_Whole-12-04-24,2024-12-05,Committee of the Whole-12-04-24,"Committee of the Whole-12-04-24 — City of Cheyenne, Wyoming — December 5, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Committee_of_the_Whole-12-04-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Committee_of_the_Whole-12-04-24.mp4,https://archive.org/details/cochwy-Committee_of_the_Whole-12-04-24,,,
upload,granicus,987,2024-12-09,"Cheyenne City Council Meeting — December 9, 2024","City Council Meeting — City of Cheyenne, Wyoming — December 9, 2024.
Duration (Granicus): 04h 13m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/987?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=987

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip987_2024-12-09_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/987?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=987,,
upload,archiveorg,cochwy-City_Council_Meeting_12-09-24,2024-12-10,City Council Meeting 12-09-24,"City Council Meeting 12-09-24 — City of Cheyenne, Wyoming — December 10, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_12-09-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_12-09-24.mp4,https://archive.org/details/cochwy-City_Council_Meeting_12-09-24,,,Possible duplicate: Granicus has council video(s) within days: 2024-12-09. Verify before uploading.
