action,source,source_id,date_iso,youtube_title,description,tags,playlist,expected_file,source_url,agenda_url,minutes_url,note
upload,granicus,24,2008-05-27,"Cheyenne City Council Meeting — May 27, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — May 27, 2008.
Duration (Granicus): 01h 25m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/24?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=24
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=24

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip24_2008-05-27_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/24?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=24,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=24,
upload,granicus,28,2008-06-09,"Cheyenne City Council Meeting — June 9, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — June 9, 2008.
Duration (Granicus): 02h 27m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/28?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=28
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=28

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip28_2008-06-09_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/28?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=28,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=28,
upload,granicus,31,2008-06-23,"Cheyenne City Council Meeting — June 23, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — June 23, 2008.
Duration (Granicus): 02h 34m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/31?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=31
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=31

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip31_2008-06-23_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/31?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=31,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=31,
upload,granicus,34,2008-07-14,"Cheyenne City Council Meeting — July 14, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — July 14, 2008.
Duration (Granicus): 02h 26m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/34?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=34
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=34

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip34_2008-07-14_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/34?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=34,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=34,
upload,granicus,36,2008-07-28,"Cheyenne City Council Meeting — July 28, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — July 28, 2008.
Duration (Granicus): 01h 13m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/36?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=36
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=36

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip36_2008-07-28_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/36?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=36,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=36,
upload,granicus,39,2008-08-11,"Cheyenne City Council Meeting — August 11, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — August 11, 2008.
Duration (Granicus): 04h 28m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/39?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=39
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=39

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip39_2008-08-11_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/39?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=39,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=39,
upload,granicus,41,2008-08-25,"Cheyenne City Council Meeting — August 25, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — August 25, 2008.
Duration (Granicus): 06h 14m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/41?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=41
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=41

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip41_2008-08-25_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/41?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=41,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=41,
upload,granicus,43,2008-09-08,"Cheyenne City Council Meeting — September 8, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — September 8, 2008.
Duration (Granicus): 04h 23m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/43?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=43
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=43

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip43_2008-09-08_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/43?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=43,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=43,
upload,granicus,45,2008-09-22,"Cheyenne City Council Meeting — September 22, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — September 22, 2008.
Duration (Granicus): 03h 24m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/45?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=45
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=45

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip45_2008-09-22_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/45?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=45,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=45,
upload,granicus,48,2008-10-13,"Cheyenne City Council Meeting — October 13, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — October 13, 2008.
Duration (Granicus): 05h 39m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/48?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=48
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=48

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip48_2008-10-13_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/48?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=48,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=48,
upload,granicus,51,2008-10-27,"Cheyenne City Council Meeting — October 27, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — October 27, 2008.
Duration (Granicus): 05h 55m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/51?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=51
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=51

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip51_2008-10-27_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/51?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=51,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=51,
upload,granicus,53,2008-11-10,"Cheyenne City Council Meeting — November 10, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — November 10, 2008.
Duration (Granicus): 01h 06m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/53?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=53
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=53

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip53_2008-11-10_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/53?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=53,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=53,
upload,granicus,55,2008-11-24,"Cheyenne City Council Meeting — November 24, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — November 24, 2008.
Duration (Granicus): 03h 06m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/55?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=55
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=55

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip55_2008-11-24_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/55?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=55,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=55,
upload,granicus,57,2008-12-08,"Cheyenne City Council Meeting — December 8, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — December 8, 2008.
Duration (Granicus): 01h 50m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/57?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=57
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=57

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip57_2008-12-08_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/57?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=57,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=57,
upload,granicus,59,2008-12-22,"Cheyenne City Council Meeting — December 22, 2008","Cheyenne City Council — City of Cheyenne, Wyoming — December 22, 2008.
Duration (Granicus): 02h 05m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/59?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=59
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=59

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip59_2008-12-22_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/59?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=59,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=59,
upload,granicus,63,2009-01-05,"Cheyenne City Council Meeting — January 5, 2009","Sine Die Meeting — City of Cheyenne, Wyoming — January 5, 2009.
Duration (Granicus): 00h 12m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/63?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=63
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=63

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip63_2009-01-05_Sine_Die_Meeting.mp4,https://cheyenne.granicus.com/player/clip/63?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=63,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=63,
upload,granicus,64,2009-01-05,"Cheyenne City Council Meeting — January 5, 2009","First Regular Meeting — City of Cheyenne, Wyoming — January 5, 2009.
Duration (Granicus): 00h 43m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/64?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=64
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=64

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip64_2009-01-05_First_Regular_Meeting.mp4,https://cheyenne.granicus.com/player/clip/64?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=64,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=64,
upload,granicus,70,2009-01-12,"Cheyenne City Council Meeting — January 12, 2009","Cheyenne City Council — City of Cheyenne, Wyoming — January 12, 2009.
Duration (Granicus): 02h 14m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/70?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=70
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=70

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip70_2009-01-12_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/70?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=70,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=70,
upload,granicus,73,2009-01-26,"Cheyenne City Council Meeting — January 26, 2009","Cheyenne City Council — City of Cheyenne, Wyoming — January 26, 2009.
Duration (Granicus): 00h 27m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/73?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=73
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=73

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip73_2009-01-26_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/73?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=73,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=73,
upload,granicus,75,2009-02-09,"Cheyenne City Council Meeting — February 9, 2009","Cheyenne City Council — City of Cheyenne, Wyoming — February 9, 2009.
Duration (Granicus): 01h 19m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/75?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=75
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=75

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip75_2009-02-09_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/75?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=75,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=75,
upload,granicus,77,2009-02-23,"Cheyenne City Council Meeting — February 23, 2009","Cheyenne City Council — City of Cheyenne, Wyoming — February 23, 2009.
Duration (Granicus): 01h 52m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/77?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=77
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=77

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip77_2009-02-23_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/77?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=77,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=77,
upload,granicus,79,2009-03-09,"Cheyenne City Council Meeting — March 9, 2009","Cheyenne City Council — City of Cheyenne, Wyoming — March 9, 2009.
Duration (Granicus): 02h 28m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/79?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=79
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=79

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip79_2009-03-09_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/79?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=79,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=79,
upload,granicus,82,2009-03-23,"Cheyenne City Council Meeting — March 23, 2009","Cheyenne City Council — City of Cheyenne, Wyoming — March 23, 2009.
Duration (Granicus): 03h 14m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/82?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=82
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=82

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip82_2009-03-23_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/82?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=82,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=82,
upload,granicus,84,2009-04-13,"Cheyenne City Council Meeting — April 13, 2009","Cheyenne City Council — City of Cheyenne, Wyoming — April 13, 2009.
Duration (Granicus): 00h 34m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/84?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=84
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=84

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip84_2009-04-13_Cheyenne_City_Council.mp4,https://cheyenne.granicus.com/player/clip/84?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=84,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=84,
upload,granicus,86,2009-04-14,"Cheyenne City Council Meeting — April 14, 2009","Cheyenne City Council Special Session — City of Cheyenne, Wyoming — April 14, 2009.
Duration (Granicus): 00h 02m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/86?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=86
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=86

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip86_2009-04-14_Cheyenne_City_Council_Special_Session.mp4,https://cheyenne.granicus.com/player/clip/86?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=86,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=86,
upload,granicus,88,2009-04-27,"Cheyenne City Council Meeting — April 27, 2009","City Council — City of Cheyenne, Wyoming — April 27, 2009.
Duration (Granicus): 03h 36m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/88?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=88
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=88

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip88_2009-04-27_City_Council.mp4,https://cheyenne.granicus.com/player/clip/88?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=88,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=88,
upload,granicus,91,2009-05-11,"Cheyenne City Council Meeting — May 11, 2009","City Council — City of Cheyenne, Wyoming — May 11, 2009.
Duration (Granicus): 00h 43m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/91?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=91
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=91

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip91_2009-05-11_City_Council.mp4,https://cheyenne.granicus.com/player/clip/91?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=91,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=91,
upload,granicus,93,2009-05-26,"Cheyenne City Council Meeting — May 26, 2009","City Council — City of Cheyenne, Wyoming — May 26, 2009.
Duration (Granicus): 03h 14m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/93?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=93
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=93

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip93_2009-05-26_City_Council.mp4,https://cheyenne.granicus.com/player/clip/93?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=93,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=93,
upload,granicus,95,2009-06-08,"Cheyenne City Council Meeting — June 8, 2009","City Council — City of Cheyenne, Wyoming — June 8, 2009.
Duration (Granicus): 04h 45m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/95?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=95
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=95

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip95_2009-06-08_City_Council.mp4,https://cheyenne.granicus.com/player/clip/95?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=95,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=95,
upload,granicus,98,2009-06-22,"Cheyenne City Council Meeting — June 22, 2009","City Council — City of Cheyenne, Wyoming — June 22, 2009.
Duration (Granicus): 01h 36m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/98?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=98
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=98

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip98_2009-06-22_City_Council.mp4,https://cheyenne.granicus.com/player/clip/98?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=98,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=98,
