identifier,title,date,year,creator,mediatype,item_url,metadata_url
cochwy-Open_Container_Ordinance,Open Container Ordinance,2021-05-27T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Open_Container_Ordinance,https://archive.org/metadata/cochwy-Open_Container_Ordinance
cochwy-Capitol_North_Public_Meeting_5_25_21,Capitol North Public Meeting (5/25/21),2021-06-01T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Capitol_North_Public_Meeting_5_25_21,https://archive.org/metadata/cochwy-Capitol_North_Public_Meeting_5_25_21
cochwy-Committee_of_the_Whole_June_9_at_6pm,Committee of the Whole (June 9 at 6pm),2021-06-10T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Committee_of_the_Whole_June_9_at_6pm,https://archive.org/metadata/cochwy-Committee_of_the_Whole_June_9_at_6pm
cochwy-Sanitation_route_with_Kenny_Alvarado_and_Mayor_Patrick_Collins,Sanitation route with Kenny Alvarado and Mayor Patrick Collins,2021-06-16T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Sanitation_route_with_Kenny_Alvarado_and_Mayor_Patrick_Collins,https://archive.org/metadata/cochwy-Sanitation_route_with_Kenny_Alvarado_and_Mayor_Patrick_Collins
cochwy-Work_Session_Short_Term_Vacation_Rentals,Work Session – Short Term Vacation Rentals,2021-06-18T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_Short_Term_Vacation_Rentals,https://archive.org/metadata/cochwy-Work_Session_Short_Term_Vacation_Rentals
cochwy-East_Park_Community_Open_Space,East Park Community Open Space,2021-06-24T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-East_Park_Community_Open_Space,https://archive.org/metadata/cochwy-East_Park_Community_Open_Space
cochwy-Work_Session_Emergency_Shelters,Work Session – Emergency Shelters,2021-06-25T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_Emergency_Shelters,https://archive.org/metadata/cochwy-Work_Session_Emergency_Shelters
cochwy-City_Council_Meeting_pt._1,City Council Meeting pt. 1,2021-06-28T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_pt._1,https://archive.org/metadata/cochwy-City_Council_Meeting_pt._1
cochwy-City_Council_Meeting_pt._2,City Council Meeting pt. 2,2021-06-29T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_pt._2,https://archive.org/metadata/cochwy-City_Council_Meeting_pt._2
cochwy-Atlas_D_Missile_Site_with_Melvin_Holsinger,Atlas D Missile Site with Melvin Holsinger,2021-07-01T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Atlas_D_Missile_Site_with_Melvin_Holsinger,https://archive.org/metadata/cochwy-Atlas_D_Missile_Site_with_Melvin_Holsinger
cochwy-Goal_Setting_Work_Session,Goal Setting Work Session,2021-07-08T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Goal_Setting_Work_Session,https://archive.org/metadata/cochwy-Goal_Setting_Work_Session
cochwy-Cheyenne_Frontier_Days_Parade_7_29_21,Cheyenne Frontier Days Parade (7/29/21),2021-07-29T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Frontier_Days_Parade_7_29_21,https://archive.org/metadata/cochwy-Cheyenne_Frontier_Days_Parade_7_29_21
cochwy-Finance_Committee_Meeting,Finance Committee Meeting,2021-08-02T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_Meeting,https://archive.org/metadata/cochwy-Finance_Committee_Meeting
cochwy-Belvoir_Ranch_tour,Belvoir Ranch tour,2021-08-09T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Belvoir_Ranch_tour,https://archive.org/metadata/cochwy-Belvoir_Ranch_tour
cochwy-Youth_Alternatives_Special_Friends_mentor_program,Youth Alternatives' Special Friends mentor program,2021-08-16T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Youth_Alternatives_Special_Friends_mentor_program,https://archive.org/metadata/cochwy-Youth_Alternatives_Special_Friends_mentor_program
cochwy-Work_Session_--_Act_or_React_Cheyenne_s_Water_Plan,"Work Session -- Act or React, Cheyenne's Water Plan",2021-09-11T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_--_Act_or_React_Cheyenne_s_Water_Plan,https://archive.org/metadata/cochwy-Work_Session_--_Act_or_React_Cheyenne_s_Water_Plan
cochwy-Hitching_Post_Plaza_press_conference,Hitching Post Plaza press conference,2021-09-15T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Hitching_Post_Plaza_press_conference,https://archive.org/metadata/cochwy-Hitching_Post_Plaza_press_conference
cochwy-POW-MIA_Proclamation_Event,POW-MIA Proclamation Event,2021-09-17T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-POW-MIA_Proclamation_Event,https://archive.org/metadata/cochwy-POW-MIA_Proclamation_Event
cochwy-Work_Session_-_Eradicating_Homelessness,Work Session - Eradicating Homelessness,2021-09-18T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Eradicating_Homelessness,https://archive.org/metadata/cochwy-Work_Session_-_Eradicating_Homelessness
cochwy-Past_Sixth_Penny_Projects,Past Sixth Penny Projects,2021-09-21T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Past_Sixth_Penny_Projects,https://archive.org/metadata/cochwy-Past_Sixth_Penny_Projects
cochwy-Bill_Dubois_Resolution,Bill Dubois Resolution,2021-09-28T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Bill_Dubois_Resolution,https://archive.org/metadata/cochwy-Bill_Dubois_Resolution
cochwy-Press_Conference_for_Capitol_Ave._Bronze_Project,Press Conference for Capitol Ave. Bronze Project,2021-10-04T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Press_Conference_for_Capitol_Ave._Bronze_Project,https://archive.org/metadata/cochwy-Press_Conference_for_Capitol_Ave._Bronze_Project
cochwy-Work_Session_-_American_Rescue_Plan_Funding,Work Session - American Rescue Plan Funding,2021-10-15T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_American_Rescue_Plan_Funding,https://archive.org/metadata/cochwy-Work_Session_-_American_Rescue_Plan_Funding
cochwy-Work_Session_-_Railroad_Experience_Project,Work Session - Railroad Experience Project,2021-10-22T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Railroad_Experience_Project,https://archive.org/metadata/cochwy-Work_Session_-_Railroad_Experience_Project
cochwy-Work_Session_--_American_Rescue_Plan_ARP_Public_Health_Negative_Economic_Impact_Projects,Work Session -- American Rescue Plan (ARP) Public Health & Negative Economic Impact Projects,2021-10-29T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_--_American_Rescue_Plan_ARP_Public_Health_Negative_Economic_Impact_Projects,https://archive.org/metadata/cochwy-Work_Session_--_American_Rescue_Plan_ARP_Public_Health_Negative_Economic_Impact_Projects
cochwy-Work_Session_--_American_Rescue_Plan_ARP_Infrastructure_Water_Sewer_Broadband_Projects,"Work Session -- American Rescue Plan (ARP) Infrastructure, Water, Sewer, & Broadband Projects",2021-11-05T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_--_American_Rescue_Plan_ARP_Infrastructure_Water_Sewer_Broadband_Projects,https://archive.org/metadata/cochwy-Work_Session_--_American_Rescue_Plan_ARP_Infrastructure_Water_Sewer_Broadband_Projects
cochwy-Work_Session_--_ARP_Technology_Greenway_Parks_Outdoor_Recreation_Projects,"Work Session -- ARP Technology, Greenway, Parks, & Outdoor Recreation Projects",2021-11-13T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_--_ARP_Technology_Greenway_Parks_Outdoor_Recreation_Projects,https://archive.org/metadata/cochwy-Work_Session_--_ARP_Technology_Greenway_Parks_Outdoor_Recreation_Projects
cochwy-Work_Session_--_Climate_Wellness_Through_Soil_Health,Work Session -- Climate Wellness Through Soil Health,2021-11-19T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_--_Climate_Wellness_Through_Soil_Health,https://archive.org/metadata/cochwy-Work_Session_--_Climate_Wellness_Through_Soil_Health
cochwy-Work_Session_--_Fiscal_Year_2021_Audit,Work Session -- Fiscal Year 2021 Audit,2021-12-17T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_--_Fiscal_Year_2021_Audit,https://archive.org/metadata/cochwy-Work_Session_--_Fiscal_Year_2021_Audit
cochwy-Work_Session_-_Crow_Creek_Revival,Work Session - Crow Creek Revival,2022-01-14T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Crow_Creek_Revival,https://archive.org/metadata/cochwy-Work_Session_-_Crow_Creek_Revival
cochwy-Parking_Enforcement_press_conference,Parking Enforcement press conference,2022-01-31T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Parking_Enforcement_press_conference,https://archive.org/metadata/cochwy-Parking_Enforcement_press_conference
cochwy-Be_a_Part_of_Your_City_-_Andrew,Be a Part of Your City - Andrew,2022-02-03T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Be_a_Part_of_Your_City_-_Andrew,https://archive.org/metadata/cochwy-Be_a_Part_of_Your_City_-_Andrew
cochwy-Be_a_Part_of_Your_City_-_Jade,Be a Part of Your City - Jade,2022-02-03T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Be_a_Part_of_Your_City_-_Jade,https://archive.org/metadata/cochwy-Be_a_Part_of_Your_City_-_Jade
cochwy-Be_a_Part_of_Your_City_-_Zack,Be a Part of Your City - Zack,2022-02-03T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Be_a_Part_of_Your_City_-_Zack,https://archive.org/metadata/cochwy-Be_a_Part_of_Your_City_-_Zack
cochwy-Be_a_Part_of_Your_City_-_David,Be a Part of Your City - David,2022-02-03T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Be_a_Part_of_Your_City_-_David,https://archive.org/metadata/cochwy-Be_a_Part_of_Your_City_-_David
cochwy-Be_a_Part_of_Your_City_-_Isaiah,Be a Part of Your City - Isaiah,2022-02-03T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Be_a_Part_of_Your_City_-_Isaiah,https://archive.org/metadata/cochwy-Be_a_Part_of_Your_City_-_Isaiah
cochwy-Work_Session_-_Health_Insurance,Work Session - Health Insurance,2022-02-11T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Health_Insurance,https://archive.org/metadata/cochwy-Work_Session_-_Health_Insurance
cochwy-2_-11-22_KLWY-FOX_27_interview_with_Mayor_Collins,2 -11-22 KLWY-FOX 27 interview with Mayor Collins,2022-02-14T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-2_-11-22_KLWY-FOX_27_interview_with_Mayor_Collins,https://archive.org/metadata/cochwy-2_-11-22_KLWY-FOX_27_interview_with_Mayor_Collins
cochwy-2-18-22_KLWY-FOX_27_Mayor_Interview,2-18-22 KLWY-FOX 27 Mayor Interview,2022-02-18T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-2-18-22_KLWY-FOX_27_Mayor_Interview,https://archive.org/metadata/cochwy-2-18-22_KLWY-FOX_27_Mayor_Interview
cochwy-2-25-22_KLWY-FOX_27_Mayor_Collins_interview,2-25-22 KLWY-FOX 27 Mayor Collins interview,2022-02-28T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-2-25-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-2-25-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-Barnacle_instructional_steps,Barnacle instructional steps,2022-03-01T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Barnacle_instructional_steps,https://archive.org/metadata/cochwy-Barnacle_instructional_steps
cochwy-Be_a_Part_of_Your_City_-_Summer,Be a Part of Your City - Summer,2022-03-02T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Be_a_Part_of_Your_City_-_Summer,https://archive.org/metadata/cochwy-Be_a_Part_of_Your_City_-_Summer
cochwy-Be_a_Part_of_Your_City_-_Shane,Be a Part of Your City - Shane,2022-03-02T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Be_a_Part_of_Your_City_-_Shane,https://archive.org/metadata/cochwy-Be_a_Part_of_Your_City_-_Shane
cochwy-Work_Session_-_MS4_Permitting,Work Session - MS4 Permitting,2022-03-04T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_MS4_Permitting,https://archive.org/metadata/cochwy-Work_Session_-_MS4_Permitting
cochwy-Fire_Labor_Negotiations,Fire Labor Negotiations,2022-03-04T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Fire_Labor_Negotiations,https://archive.org/metadata/cochwy-Fire_Labor_Negotiations
cochwy-3-4-22_KLWY-FOX_27_Mayor_Collins_interview,3-4-22 KLWY-FOX 27 Mayor Collins interview,2022-03-08T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-3-4-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-3-4-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-3-11-22_KLWY-FOX_27_Mayor_Collins_interview,3-11-22 KLWY-FOX 27 Mayor Collins interview,2022-03-14T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-3-11-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-3-11-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-Work_Session_-_Impacts_on_Community_Health,Work Session - Impacts on Community Health,2022-03-18T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Impacts_on_Community_Health,https://archive.org/metadata/cochwy-Work_Session_-_Impacts_on_Community_Health
cochwy-3-18-22_KLWY-FOX_27_Mayor_Collins_interview,3-18-22 KLWY-FOX 27 Mayor Collins interview,2022-03-22T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-3-18-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-3-18-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-Be_a_Part_of_Your_City_-_Nathan,Be a Part of Your City - Nathan,2022-03-23T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Be_a_Part_of_Your_City_-_Nathan,https://archive.org/metadata/cochwy-Be_a_Part_of_Your_City_-_Nathan
cochwy-Be_a_Part_of_Your_City_-_Sam,Be a Part of Your City - Sam,2022-03-23T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Be_a_Part_of_Your_City_-_Sam,https://archive.org/metadata/cochwy-Be_a_Part_of_Your_City_-_Sam
cochwy-Work_Session_-_Liquor_License_Presentations,Work Session - Liquor License Presentations,2022-03-30T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Liquor_License_Presentations,https://archive.org/metadata/cochwy-Work_Session_-_Liquor_License_Presentations
cochwy-Animals_at-large_and_animal_waste,Animals at-large and animal waste,2022-03-31T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Animals_at-large_and_animal_waste,https://archive.org/metadata/cochwy-Animals_at-large_and_animal_waste
cochwy-4-1-22_KLWY-FOX_27_Mayor_Collins_interview,4-1-22 KLWY-FOX 27 Mayor Collins interview,2022-04-04T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-4-1-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-4-1-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-4-8-22_KLWY-FOX_27_Mayor_Collins_interview,4-8-22 KLWY-FOX 27 Mayor Collins interview,2022-04-11T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-4-8-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-4-8-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-City_Council_Meeting,City Council Meeting,2022-04-11T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting,https://archive.org/metadata/cochwy-City_Council_Meeting
cochwy-Work_Session_-_Future_Capital_Construction_Pavement_Maintenance_Projects,Work Session - Future Capital Construction & Pavement Maintenance Projects,2022-04-15T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Future_Capital_Construction_Pavement_Maintenance_Projects,https://archive.org/metadata/cochwy-Work_Session_-_Future_Capital_Construction_Pavement_Maintenance_Projects
cochwy-4-15-22_KLWY-FOX_27_Mayor_Collins_interview,4-15-22 KLWY-FOX 27 Mayor Collins interview,2022-04-18T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-4-15-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-4-15-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-Committee_of_the_Whole,Committee of the Whole,2022-04-21T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Committee_of_the_Whole,https://archive.org/metadata/cochwy-Committee_of_the_Whole
cochwy-4-22-22_KLWY-FOX_27_Mayor_Collins_interview,4-22-22 KLWY-FOX 27 Mayor Collins interview,2022-04-25T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-4-22-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-4-22-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-Public_Access_Channel,Public Access Channel,2022-04-27T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Public_Access_Channel,https://archive.org/metadata/cochwy-Public_Access_Channel
cochwy-Work_Session_-_CRAFT_Updates,Work Session - CRAFT Updates,2022-04-29T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_CRAFT_Updates,https://archive.org/metadata/cochwy-Work_Session_-_CRAFT_Updates
cochwy-4-29-22_KLWY-FOX_27_Mayor_Collins_interview,4-29-22 KLWY-FOX 27 Mayor Collins interview,2022-05-02T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-4-29-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-4-29-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-Work_Session_-_Budget_overview_with_Mayor_and_City_Treasurer,Work Session - Budget overview with Mayor and City Treasurer,2022-05-04T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Budget_overview_with_Mayor_and_City_Treasurer,https://archive.org/metadata/cochwy-Work_Session_-_Budget_overview_with_Mayor_and_City_Treasurer
cochwy-Work_Session_-_Budget-Mayor_Compliance_IT_City_Clerk_City_Treasurer,"Work Session - Budget-Mayor, Compliance/IT, City Clerk, City Treasurer",2022-05-05T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Budget-Mayor_Compliance_IT_City_Clerk_City_Treasurer,https://archive.org/metadata/cochwy-Work_Session_-_Budget-Mayor_Compliance_IT_City_Clerk_City_Treasurer
cochwy-Work_Session_-_City_Attorney_Human_Resources_Municipal_Court_Youth_Alternatives,"Work Session - City Attorney, Human Resources, Municipal Court, Youth Alternatives",2022-05-07T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_City_Attorney_Human_Resources_Municipal_Court_Youth_Alternatives,https://archive.org/metadata/cochwy-Work_Session_-_City_Attorney_Human_Resources_Municipal_Court_Youth_Alternatives
cochwy-5-6-22_KLWY-FOX_27_Mayor_Collins_interview,5-6-22 KLWY-FOX 27 Mayor Collins interview,2022-05-09T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-5-6-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-5-6-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-Work_Session_-_DDA_and_Animal_Shelter,Work Session - DDA and Animal Shelter,2022-05-09T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_DDA_and_Animal_Shelter,https://archive.org/metadata/cochwy-Work_Session_-_DDA_and_Animal_Shelter
cochwy-Budget_Work_Session_-_Planning_Development_and_City_Engineer,Budget Work Session - Planning & Development and City Engineer,2022-05-10T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Budget_Work_Session_-_Planning_Development_and_City_Engineer,https://archive.org/metadata/cochwy-Budget_Work_Session_-_Planning_Development_and_City_Engineer
cochwy-Budget_Work_Session_-_Public_Works,Budget Work Session - Public Works,2022-05-12T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Budget_Work_Session_-_Public_Works,https://archive.org/metadata/cochwy-Budget_Work_Session_-_Public_Works
cochwy-Budget_Work_Session_-_Community_Recreation_Events,Budget Work Session - Community Recreation & Events,2022-05-13T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Budget_Work_Session_-_Community_Recreation_Events,https://archive.org/metadata/cochwy-Budget_Work_Session_-_Community_Recreation_Events
cochwy-Budget_Work_Session_-_Police_and_Fire_Departments,Budget Work Session - Police and Fire Departments,2022-05-13T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Budget_Work_Session_-_Police_and_Fire_Departments,https://archive.org/metadata/cochwy-Budget_Work_Session_-_Police_and_Fire_Departments
cochwy-5-13-22_KLWY-FOX_27_Mayor_Collins_interview,5-13-22 KLWY-FOX 27 Mayor Collins interview,2022-05-16T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-5-13-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-5-13-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-Parking_Enforcement_with_Mayor_Collins_and_CSO_Darrell_Hibbens,Parking Enforcement with Mayor Collins and CSO Darrell Hibbens,2022-05-18T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Parking_Enforcement_with_Mayor_Collins_and_CSO_Darrell_Hibbens,https://archive.org/metadata/cochwy-Parking_Enforcement_with_Mayor_Collins_and_CSO_Darrell_Hibbens
cochwy-Committee_of_the_Whole_Meeting,Committee of the Whole Meeting,2022-05-19T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Committee_of_the_Whole_Meeting,https://archive.org/metadata/cochwy-Committee_of_the_Whole_Meeting
cochwy-Work_Session_-_Barriers_to_Housing_Development,Work Session - Barriers to Housing Development,2022-05-20T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Barriers_to_Housing_Development,https://archive.org/metadata/cochwy-Work_Session_-_Barriers_to_Housing_Development
cochwy-Work_Session_-_OpenGov_Software,Work Session - OpenGov Software,2022-06-02T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_OpenGov_Software,https://archive.org/metadata/cochwy-Work_Session_-_OpenGov_Software
cochwy-Finance_Committee_Meeting_06-06-22,Finance Committee Meeting 06-06-22,2022-06-10T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_Meeting_06-06-22,https://archive.org/metadata/cochwy-Finance_Committee_Meeting_06-06-22
cochwy-Public_Services_Committee_Meeting_06-07-22,Public Services Committee Meeting 06-07-22,2022-06-10T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_Meeting_06-07-22,https://archive.org/metadata/cochwy-Public_Services_Committee_Meeting_06-07-22
cochwy-City_Council_Meeting_06-13-22,City Council Meeting 06-13-22,2022-06-14T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_06-13-22,https://archive.org/metadata/cochwy-City_Council_Meeting_06-13-22
cochwy-Cheyenne_Chamber_of_Commerce_-_Person_of_the_Year_Award,Cheyenne Chamber of Commerce - Person of the Year Award,2022-06-21T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Chamber_of_Commerce_-_Person_of_the_Year_Award,https://archive.org/metadata/cochwy-Cheyenne_Chamber_of_Commerce_-_Person_of_the_Year_Award
cochwy-6-7-22_KLWY-FOX_27_Mayor_Collins_interview,6-7-22 KLWY-FOX 27 Mayor Collins interview,2022-06-22T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-6-7-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-6-7-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-Public_Services_Committee_06-22-22,Public Services Committee 06-22-22,2022-06-23T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_06-22-22,https://archive.org/metadata/cochwy-Public_Services_Committee_06-22-22
cochwy-Finance_Committee_06-21-22,Finance Committee 06-21-22,2022-06-23T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_06-21-22,https://archive.org/metadata/cochwy-Finance_Committee_06-21-22
cochwy-Work_Session_-_Zoning_Code_Enforcement_Annexation_06-24-22,Work Session - Zoning Code Enforcement/Annexation 06-24-22,2022-06-25T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Zoning_Code_Enforcement_Annexation_06-24-22,https://archive.org/metadata/cochwy-Work_Session_-_Zoning_Code_Enforcement_Annexation_06-24-22
cochwy-6-24-22_KLWY-FOX_27_Mayor_Collins_interview,6-24-22 KLWY-FOX 27 Mayor Collins interview,2022-06-27T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-6-24-22_KLWY-FOX_27_Mayor_Collins_interview,https://archive.org/metadata/cochwy-6-24-22_KLWY-FOX_27_Mayor_Collins_interview
cochwy-City_Council_Meeting_06-27-22,City Council Meeting 06-27-22,2022-06-28T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_06-27-22,https://archive.org/metadata/cochwy-City_Council_Meeting_06-27-22
cochwy-Public_Services_Committee_07-06-22,Public Services Committee 07-06-22,2022-07-06T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_07-06-22,https://archive.org/metadata/cochwy-Public_Services_Committee_07-06-22
cochwy-7-1-22_KLWY-FOX_27_Mayor_Collins_Interview,7-1-22 KLWY-FOX 27 Mayor Collins Interview,2022-07-06T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-7-1-22_KLWY-FOX_27_Mayor_Collins_Interview,https://archive.org/metadata/cochwy-7-1-22_KLWY-FOX_27_Mayor_Collins_Interview
cochwy-Finance_Committee_07-05-22,Finance Committee 07-05-22,2022-07-06T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_07-05-22,https://archive.org/metadata/cochwy-Finance_Committee_07-05-22
cochwy-City_of_Cheyenne_Declares_July_13th_WyoGives_Day,City of Cheyenne Declares July 13th WyoGives Day,2022-07-07T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-City_of_Cheyenne_Declares_July_13th_WyoGives_Day,https://archive.org/metadata/cochwy-City_of_Cheyenne_Declares_July_13th_WyoGives_Day
cochwy-Work_Session_-_6th_Penny_DDA_District_Projects_7-8-22,Work Session - 6th Penny DDA District Projects 7-8-22,2022-07-09T00:00:00Z,2022,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_6th_Penny_DDA_District_Projects_7-8-22,https://archive.org/metadata/cochwy-Work_Session_-_6th_Penny_DDA_District_Projects_7-8-22
