identifier,title,date,year,creator,mediatype,item_url,metadata_url
cochwy-Work_Session_-_FY_2026_Budget_City_Clerk_Fire_Rescue_-_05-08-25,Work Session - FY 2026 Budget City Clerk & Fire Rescue - 05-08-25,2025-05-09T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_FY_2026_Budget_City_Clerk_Fire_Rescue_-_05-08-25,https://archive.org/metadata/cochwy-Work_Session_-_FY_2026_Budget_City_Clerk_Fire_Rescue_-_05-08-25
cochwy-Work_Session_-_FY_2026_-_City_Attorney_Engineering_Dept._-05-09-25,Work Session - FY 2026 - City Attorney & Engineering Dept. -05-09-25,2025-05-10T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_FY_2026_-_City_Attorney_Engineering_Dept._-05-09-25,https://archive.org/metadata/cochwy-Work_Session_-_FY_2026_-_City_Attorney_Engineering_Dept._-05-09-25
cochwy-Work_Session_-_FY_2026_-_Community_Recreation_Events_-_05-12-25,Work Session - FY 2026 - Community Recreation & Events - 05-12-25,2025-05-13T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_FY_2026_-_Community_Recreation_Events_-_05-12-25,https://archive.org/metadata/cochwy-Work_Session_-_FY_2026_-_Community_Recreation_Events_-_05-12-25
cochwy-City_Council_Meeting_-05-12-25,City Council Meeting -05-12-25,2025-05-13T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_-05-12-25,https://archive.org/metadata/cochwy-City_Council_Meeting_-05-12-25
cochwy-Work_Session_-_FY_2026_Budget_-_Municipal_Court_Cheyenne_Police_Department,Work Session - FY 2026 Budget - Municipal Court & Cheyenne Police Department,2025-05-15T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_FY_2026_Budget_-_Municipal_Court_Cheyenne_Police_Department,https://archive.org/metadata/cochwy-Work_Session_-_FY_2026_Budget_-_Municipal_Court_Cheyenne_Police_Department
cochwy-Work_Session_-_FY_2026_Budget_-_Planning_Development_and_Downtown_Development_Authority,Work Session - FY 2026 Budget - Planning & Development and Downtown Development Authority,2025-05-16T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_FY_2026_Budget_-_Planning_Development_and_Downtown_Development_Authority,https://archive.org/metadata/cochwy-Work_Session_-_FY_2026_Budget_-_Planning_Development_and_Downtown_Development_Authority
cochwy-Work_Session_-_FY_2026_Budget_-_Compliance_Department,Work Session - FY 2026 Budget - Compliance Department,2025-05-17T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_FY_2026_Budget_-_Compliance_Department,https://archive.org/metadata/cochwy-Work_Session_-_FY_2026_Budget_-_Compliance_Department
cochwy-Public_Services_Committee_05-19-25,Public Services Committee 05-19-25,2025-05-19T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_05-19-25,https://archive.org/metadata/cochwy-Public_Services_Committee_05-19-25
cochwy-Finance_Committee_05-20-25,Finance Committee 05-20-25,2025-05-20T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_05-20-25,https://archive.org/metadata/cochwy-Finance_Committee_05-20-25
cochwy-Committee_of_the_Whole_-_05-21-25,Committee of the Whole - 05-21-25,2025-05-22T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Committee_of_the_Whole_-_05-21-25,https://archive.org/metadata/cochwy-Committee_of_the_Whole_-_05-21-25
cochwy-City_Council_Meeting_-05-27-25,City Council Meeting -05-27-25,2025-05-28T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_-05-27-25,https://archive.org/metadata/cochwy-City_Council_Meeting_-05-27-25
cochwy-Work_Session_-_Cheyenne_Rail_Site_Study_Presentation_-05-30-25,Work Session - Cheyenne Rail Site Study Presentation -05-30-25,2025-05-31T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Cheyenne_Rail_Site_Study_Presentation_-05-30-25,https://archive.org/metadata/cochwy-Work_Session_-_Cheyenne_Rail_Site_Study_Presentation_-05-30-25
cochwy-Public_Services_Committee_06-02-25,Public Services Committee 06-02-25,2025-06-02T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_06-02-25,https://archive.org/metadata/cochwy-Public_Services_Committee_06-02-25
cochwy-Finance_Committee_06-03-25,Finance Committee 06-03-25,2025-06-04T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_06-03-25,https://archive.org/metadata/cochwy-Finance_Committee_06-03-25
cochwy-City_Council_-_Committee_of_the_Whole_-_June_4_2025,"City Council - Committee of the Whole - June 4, 2025",2025-06-05T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_-_Committee_of_the_Whole_-_June_4_2025,https://archive.org/metadata/cochwy-City_Council_-_Committee_of_the_Whole_-_June_4_2025
cochwy-Work_Session_-_City_Initiated_Re_Zoning_-_06-06-25,Work Session - City Initiated Re Zoning - 06-06-25,2025-06-07T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_City_Initiated_Re_Zoning_-_06-06-25,https://archive.org/metadata/cochwy-Work_Session_-_City_Initiated_Re_Zoning_-_06-06-25
cochwy-City_Council-06-09-25,City Council-06-09-25,2025-06-10T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council-06-09-25,https://archive.org/metadata/cochwy-City_Council-06-09-25
cochwy-Public_Services_Committee_06-16-25,Public Services Committee 06-16-25,2025-06-18T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_06-16-25,https://archive.org/metadata/cochwy-Public_Services_Committee_06-16-25
cochwy-Finance_Committee_06-17-25,Finance Committee 06-17-25,2025-06-18T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_06-17-25,https://archive.org/metadata/cochwy-Finance_Committee_06-17-25
cochwy-City_Council-06-23-25,City Council-06-23-25,2025-06-24T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council-06-23-25,https://archive.org/metadata/cochwy-City_Council-06-23-25
cochwy-Work_Session_-_06-27-25_-City_Re_Branding_CFD_Indian_Village_Presentation,Work Session - 06-27-25 -City Re Branding & CFD Indian Village Presentation,2025-06-28T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_06-27-25_-City_Re_Branding_CFD_Indian_Village_Presentation,https://archive.org/metadata/cochwy-Work_Session_-_06-27-25_-City_Re_Branding_CFD_Indian_Village_Presentation
cochwy-Work_Session_-_Pumphouse_History_with_Cheyenne_Historic_Inc.,Work Session - Pumphouse History with Cheyenne Historic Inc.,2025-07-04T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_Pumphouse_History_with_Cheyenne_Historic_Inc.,https://archive.org/metadata/cochwy-Work_Session_-_Pumphouse_History_with_Cheyenne_Historic_Inc.
cochwy-Public_Services_Committee_07-07-25,Public Services Committee 07-07-25,2025-07-07T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_07-07-25,https://archive.org/metadata/cochwy-Public_Services_Committee_07-07-25
cochwy-Finance_Committee_07-08-25,Finance Committee 07-08-25,2025-07-08T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_07-08-25,https://archive.org/metadata/cochwy-Finance_Committee_07-08-25
cochwy-Work_Session_-_6th_Penny_Projects-_Aquatic_and_Greenway,Work Session - 6th Penny Projects- Aquatic and Greenway,2025-07-12T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_6th_Penny_Projects-_Aquatic_and_Greenway,https://archive.org/metadata/cochwy-Work_Session_-_6th_Penny_Projects-_Aquatic_and_Greenway
cochwy-City_Council-_7-14-25,City Council- 7-14-25,2025-07-15T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council-_7-14-25,https://archive.org/metadata/cochwy-City_Council-_7-14-25
cochwy-Finance_Committee_07-22-25,Finance Committee 07-22-25,2025-07-22T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_07-22-25,https://archive.org/metadata/cochwy-Finance_Committee_07-22-25
cochwy-Public_Services_Committee_07-21-25,Public Services Committee 07-21-25,2025-07-22T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_07-21-25,https://archive.org/metadata/cochwy-Public_Services_Committee_07-21-25
cochwy-Council_Update_July_2025_-_Dr._Rinne,Council Update July 2025 - Dr. Rinne,2025-07-28T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Council_Update_July_2025_-_Dr._Rinne,https://archive.org/metadata/cochwy-Council_Update_July_2025_-_Dr._Rinne
cochwy-Goal_Setting_Mid_-_Year_2025,Goal Setting Mid - Year 2025,2025-07-31T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Goal_Setting_Mid_-_Year_2025,https://archive.org/metadata/cochwy-Goal_Setting_Mid_-_Year_2025
cochwy-City_Council_07-28-25,City Council 07-28-25,2025-07-31T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_07-28-25,https://archive.org/metadata/cochwy-City_Council_07-28-25
cochwy-Work_Session_-_08-01-25_-_6th_Penny_Projects_-_Cheyenne_Police_Department,Work Session - 08-01-25 - 6th Penny Projects - Cheyenne Police Department,2025-08-02T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_08-01-25_-_6th_Penny_Projects_-_Cheyenne_Police_Department,https://archive.org/metadata/cochwy-Work_Session_-_08-01-25_-_6th_Penny_Projects_-_Cheyenne_Police_Department
cochwy-Public_Services_Committee_08-04-25,Public Services Committee 08-04-25,2025-08-04T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_08-04-25,https://archive.org/metadata/cochwy-Public_Services_Committee_08-04-25
cochwy-Finance_Committee_08-05-25,Finance Committee 08-05-25,2025-08-05T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_08-05-25,https://archive.org/metadata/cochwy-Finance_Committee_08-05-25
cochwy-City_Council-_08-11-2024,City Council- 08-11-2024,2025-08-12T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council-_08-11-2024,https://archive.org/metadata/cochwy-City_Council-_08-11-2024
cochwy-Council_Update_August_2025,Council Update August 2025,2025-08-14T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Council_Update_August_2025,https://archive.org/metadata/cochwy-Council_Update_August_2025
cochwy-Work_Session_-_08-15-25_-_City_Communication_Public_Engagement,Work Session - 08-15-25 - City Communication & Public Engagement,2025-08-15T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_08-15-25_-_City_Communication_Public_Engagement,https://archive.org/metadata/cochwy-Work_Session_-_08-15-25_-_City_Communication_Public_Engagement
cochwy-Finance_Committee_08-19-25,Finance Committee 08-19-25,2025-08-19T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_08-19-25,https://archive.org/metadata/cochwy-Finance_Committee_08-19-25
cochwy-Public_Services_Committee_08-18-25,Public Services Committee 08-18-25,2025-08-19T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_08-18-25,https://archive.org/metadata/cochwy-Public_Services_Committee_08-18-25
cochwy-City_Council_-_08-25-25,City Council - 08-25-25,2025-08-26T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_-_08-25-25,https://archive.org/metadata/cochwy-City_Council_-_08-25-25
cochwy-Finance_Committee_09-03-25,Finance Committee 09-03-25,2025-09-03T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_09-03-25,https://archive.org/metadata/cochwy-Finance_Committee_09-03-25
cochwy-Public_Services_Committee_09-02-25,Public Services Committee 09-02-25,2025-09-03T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_09-02-25,https://archive.org/metadata/cochwy-Public_Services_Committee_09-02-25
cochwy-Work_Session_-_6th_Penny_Presentations_-_8th_Avenue_Airport_Terminal_-_09-05-25,Work Session - 6th Penny Presentations - 8th Avenue Airport Terminal - 09-05-25,2025-09-06T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_6th_Penny_Presentations_-_8th_Avenue_Airport_Terminal_-_09-05-25,https://archive.org/metadata/cochwy-Work_Session_-_6th_Penny_Presentations_-_8th_Avenue_Airport_Terminal_-_09-05-25
cochwy-City_Council_Meeting_Sept._8_2025,"City Council Meeting Sept. 8, 2025",2025-09-10T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_Sept._8_2025,https://archive.org/metadata/cochwy-City_Council_Meeting_Sept._8_2025
cochwy-Council_President_s_Monthly_Update_-_September_2025,Council President’s Monthly Update - September 2025,2025-09-11T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Council_President_s_Monthly_Update_-_September_2025,https://archive.org/metadata/cochwy-Council_President_s_Monthly_Update_-_September_2025
cochwy-Public_Services_Committee_-_09-15-2025,Public Services Committee - 09-15-2025,2025-09-16T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_-_09-15-2025,https://archive.org/metadata/cochwy-Public_Services_Committee_-_09-15-2025
cochwy-Finance_Committee_-_09-15-2025,Finance Committee - 09-15-2025,2025-09-16T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_-_09-15-2025,https://archive.org/metadata/cochwy-Finance_Committee_-_09-15-2025
cochwy-CTAC_Fireside_Chat_Sept_2025_Cybersecurity,CTAC Fireside Chat Sept 2025 Cybersecurity,2025-09-19T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-CTAC_Fireside_Chat_Sept_2025_Cybersecurity,https://archive.org/metadata/cochwy-CTAC_Fireside_Chat_Sept_2025_Cybersecurity
cochwy-City_Council_Meeting_September_22_2025,"City Council Meeting September 22, 2025",2025-09-23T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_September_22_2025,https://archive.org/metadata/cochwy-City_Council_Meeting_September_22_2025
cochwy-Work_Session_-_10-03-25_-_6th_Penny_Presentation_-_Fire_Rescue_Department,Work Session - 10-03-25 - 6th Penny Presentation - Fire Rescue Department,2025-10-03T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_10-03-25_-_6th_Penny_Presentation_-_Fire_Rescue_Department,https://archive.org/metadata/cochwy-Work_Session_-_10-03-25_-_6th_Penny_Presentation_-_Fire_Rescue_Department
cochwy-Public_Services_Committee_-_10-06-25,Public Services Committee - 10-06-25,2025-10-06T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_-_10-06-25,https://archive.org/metadata/cochwy-Public_Services_Committee_-_10-06-25
cochwy-Public_Services_Committee_10-06-2025,Public Services Committee 10-06-2025,2025-10-07T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_10-06-2025,https://archive.org/metadata/cochwy-Public_Services_Committee_10-06-2025
cochwy-Finance_Committee_10-07-2025,Finance Committee 10-07-2025,2025-10-08T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_10-07-2025,https://archive.org/metadata/cochwy-Finance_Committee_10-07-2025
cochwy-Work_Session_-_6th_Penny_Presentation_-_Reed_Avenue_Corridor_-_10-10-25,Work Session - 6th Penny Presentation - Reed Avenue Corridor - 10-10-25,2025-10-10T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_6th_Penny_Presentation_-_Reed_Avenue_Corridor_-_10-10-25,https://archive.org/metadata/cochwy-Work_Session_-_6th_Penny_Presentation_-_Reed_Avenue_Corridor_-_10-10-25
cochwy-City_Council_Meeting_10-13-25,City Council Meeting 10-13-25,2025-10-14T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_10-13-25,https://archive.org/metadata/cochwy-City_Council_Meeting_10-13-25
cochwy-Finance_Committee_10-21-25,Finance Committee 10-21-25,2025-10-22T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_10-21-25,https://archive.org/metadata/cochwy-Finance_Committee_10-21-25
cochwy-Public_Services_Committee_10-20-25,Public Services Committee 10-20-25,2025-10-22T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_10-20-25,https://archive.org/metadata/cochwy-Public_Services_Committee_10-20-25
cochwy-CTAC_Fireside_Chat_Oct_2025_-_Steve_Lupien_-_Frontier_Stable_Token,CTAC Fireside Chat Oct 2025 - Steve Lupien - Frontier Stable Token,2025-10-23T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-CTAC_Fireside_Chat_Oct_2025_-_Steve_Lupien_-_Frontier_Stable_Token,https://archive.org/metadata/cochwy-CTAC_Fireside_Chat_Oct_2025_-_Steve_Lupien_-_Frontier_Stable_Token
cochwy-Work_Session_10-24-25_-_6th_Penny_Presentation_-_Road_Maintenance_Engineering_Department_U,Work Session 10-24-25 - 6th Penny Presentation - Road Maintenance & Engineering Department Updates,2025-10-24T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_10-24-25_-_6th_Penny_Presentation_-_Road_Maintenance_Engineering_Department_U,https://archive.org/metadata/cochwy-Work_Session_10-24-25_-_6th_Penny_Presentation_-_Road_Maintenance_Engineering_Department_U
cochwy-City_Council_Meeting_10-27-25,City Council Meeting 10-27-25,2025-10-28T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_10-27-25,https://archive.org/metadata/cochwy-City_Council_Meeting_10-27-25
cochwy-Work_Session_10-31-25_-_Prospering_Together_-_Laramie_County_s_Path_to_a_Sustainable_Futur,Work Session 10-31-25 - Prospering Together: Laramie County's Path to a Sustainable Future,2025-10-31T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_10-31-25_-_Prospering_Together_-_Laramie_County_s_Path_to_a_Sustainable_Futur,https://archive.org/metadata/cochwy-Work_Session_10-31-25_-_Prospering_Together_-_Laramie_County_s_Path_to_a_Sustainable_Futur
cochwy-Finance_Committee_11-04-25,Finance Committee 11-04-25,2025-11-05T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_11-04-25,https://archive.org/metadata/cochwy-Finance_Committee_11-04-25
cochwy-Public_Services_Committee_11-03-25,Public Services Committee 11-03-25,2025-11-05T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_11-03-25,https://archive.org/metadata/cochwy-Public_Services_Committee_11-03-25
cochwy-Work_Session_-_11-07-25_-_Revenue_Sub_Committee_-_City_Properties,Work Session - 11-07-25 - Revenue Sub Committee - City Properties,2025-11-07T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_11-07-25_-_Revenue_Sub_Committee_-_City_Properties,https://archive.org/metadata/cochwy-Work_Session_-_11-07-25_-_Revenue_Sub_Committee_-_City_Properties
cochwy-TEST_11-10-25,TEST 11-10-25,2025-11-10T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-TEST_11-10-25,https://archive.org/metadata/cochwy-TEST_11-10-25
cochwy-City_Council_Meeting_-_11-10-25,City Council Meeting - 11-10-25,2025-11-11T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_-_11-10-25,https://archive.org/metadata/cochwy-City_Council_Meeting_-_11-10-25
cochwy-Work_Session_-_11-14-25_-_Cheyenne_Animal_Shelter_Updates,Work Session - 11-14-25 - Cheyenne Animal Shelter Updates,2025-11-15T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_11-14-25_-_Cheyenne_Animal_Shelter_Updates,https://archive.org/metadata/cochwy-Work_Session_-_11-14-25_-_Cheyenne_Animal_Shelter_Updates
cochwy-Finance_Committee_11-18-25,Finance Committee 11-18-25,2025-11-18T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_11-18-25,https://archive.org/metadata/cochwy-Finance_Committee_11-18-25
cochwy-Public_Services_Committee_11-17-25,Public Services Committee 11-17-25,2025-11-18T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_11-17-25,https://archive.org/metadata/cochwy-Public_Services_Committee_11-17-25
cochwy-City_Council_-_11-24-25,City Council - 11-24-25,2025-11-25T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_-_11-24-25,https://archive.org/metadata/cochwy-City_Council_-_11-24-25
cochwy-Finance_Committee_12-02-25,Finance Committee 12-02-25,2025-12-03T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_12-02-25,https://archive.org/metadata/cochwy-Finance_Committee_12-02-25
cochwy-Work_Session_-_12-05-25_-_Laramie_County_Community_College_Updates_Rebranding,Work Session - 12-05-25 - Laramie County Community College Updates & Rebranding,2025-12-05T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_12-05-25_-_Laramie_County_Community_College_Updates_Rebranding,https://archive.org/metadata/cochwy-Work_Session_-_12-05-25_-_Laramie_County_Community_College_Updates_Rebranding
cochwy-City_Council_Meeting_-_12-08-25,City Council Meeting - 12-08-25,2025-12-09T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_-_12-08-25,https://archive.org/metadata/cochwy-City_Council_Meeting_-_12-08-25
cochwy-Public_Hearing_-_6th_Penny_Projects_-_12-10-25,Public Hearing - 6th Penny Projects - 12-10-25,2025-12-11T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Hearing_-_6th_Penny_Projects_-_12-10-25,https://archive.org/metadata/cochwy-Public_Hearing_-_6th_Penny_Projects_-_12-10-25
cochwy-Work_Session_-_10-12-25_-_Cheyenne_Regional_Airport_Master_Plan_Presentation,Work Session - 10-12-25 - Cheyenne Regional Airport Master Plan Presentation,2025-12-13T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_10-12-25_-_Cheyenne_Regional_Airport_Master_Plan_Presentation,https://archive.org/metadata/cochwy-Work_Session_-_10-12-25_-_Cheyenne_Regional_Airport_Master_Plan_Presentation
cochwy-Public_Services_Committee_12-15-25,Public Services Committee 12-15-25,2025-12-15T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_12-15-25,https://archive.org/metadata/cochwy-Public_Services_Committee_12-15-25
cochwy-Finance_Committee_12-16-25,Finance Committee 12-16-25,2025-12-16T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_12-16-25,https://archive.org/metadata/cochwy-Finance_Committee_12-16-25
cochwy-CTAC_Fireside_Chat_-_Cortney_Thompson_-_Data_Centers,CTAC Fireside Chat - Cortney Thompson - Data Centers,2025-12-19T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-CTAC_Fireside_Chat_-_Cortney_Thompson_-_Data_Centers,https://archive.org/metadata/cochwy-CTAC_Fireside_Chat_-_Cortney_Thompson_-_Data_Centers
cochwy-City_Council_-_12-22-25,City Council - 12-22-25,2025-12-23T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_-_12-22-25,https://archive.org/metadata/cochwy-City_Council_-_12-22-25
cochwy-City_Council_Update_December_2025,City Council Update December 2025,2025-12-31T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Update_December_2025,https://archive.org/metadata/cochwy-City_Council_Update_December_2025
cochwy-City_Council_Update_November_2025,City Council Update November 2025,2025-12-31T00:00:00Z,2025,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Update_November_2025,https://archive.org/metadata/cochwy-City_Council_Update_November_2025
cochwy-Public_Services_Committee_01-05-26,Public Services Committee 01-05-26,2026-01-05T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_01-05-26,https://archive.org/metadata/cochwy-Public_Services_Committee_01-05-26
cochwy-Finance_Committee_01-06-26,Finance Committee 01-06-26,2026-01-06T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_01-06-26,https://archive.org/metadata/cochwy-Finance_Committee_01-06-26
cochwy-City_Council_-_01-12-26,City Council - 01-12-26,2026-01-13T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_-_01-12-26,https://archive.org/metadata/cochwy-City_Council_-_01-12-26
cochwy-Committee_of_the_Whole_01-14-26,Committee of the Whole 01-14-26,2026-01-15T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-Committee_of_the_Whole_01-14-26,https://archive.org/metadata/cochwy-Committee_of_the_Whole_01-14-26
cochwy-Council_Work_Session_-_FY_2025_Audit_Jan._16_2026,"Council Work Session - FY 2025 Audit - Jan. 16, 2026",2026-01-17T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-Council_Work_Session_-_FY_2025_Audit_Jan._16_2026,https://archive.org/metadata/cochwy-Council_Work_Session_-_FY_2025_Audit_Jan._16_2026
cochwy-Public_Services_Committee_01-20-26,Public Services Committee 01-20-26,2026-01-20T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_01-20-26,https://archive.org/metadata/cochwy-Public_Services_Committee_01-20-26
cochwy-City_Council_Goal_Setting_2026_-_01-15-26,City Council Goal Setting 2026 - 01-15-26,2026-01-20T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Goal_Setting_2026_-_01-15-26,https://archive.org/metadata/cochwy-City_Council_Goal_Setting_2026_-_01-15-26
cochwy-Finance_Committee_01-21-26,Finance Committee 01-21-26,2026-01-21T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-Finance_Committee_01-21-26,https://archive.org/metadata/cochwy-Finance_Committee_01-21-26
cochwy-Special_Meeting_Work_Session_-_Annual_UDC_Review_-_01-23-26,Special Meeting/Work Session - Annual UDC Review - 01-23-26,2026-01-24T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-Special_Meeting_Work_Session_-_Annual_UDC_Review_-_01-23-26,https://archive.org/metadata/cochwy-Special_Meeting_Work_Session_-_Annual_UDC_Review_-_01-23-26
cochwy-City_Council_-_01-26-26,City Council - 01-26-26,2026-01-27T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_-_01-26-26,https://archive.org/metadata/cochwy-City_Council_-_01-26-26
cochwy-Public_Services_Committee_02-02-26,Public Services Committee 02-02-26,2026-02-02T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-Public_Services_Committee_02-02-26,https://archive.org/metadata/cochwy-Public_Services_Committee_02-02-26
cochwy-Work_Session_-_6th_Penny_Projects_-_Municipal_Building_Renovation_-_01-30-26,Work Session - 6th Penny Projects - Municipal Building Renovation - 01-30-26,2026-02-02T00:00:00Z,2026,Cheyenne,movies,https://archive.org/details/cochwy-Work_Session_-_6th_Penny_Projects_-_Municipal_Building_Renovation_-_01-30-26,https://archive.org/metadata/cochwy-Work_Session_-_6th_Penny_Projects_-_Municipal_Building_Renovation_-_01-30-26
